codigo_ocorrencia,aeronave_operador_categoria,aeronave_tipo_veiculo,aeronave_fabricante,aeronave_modelo,aeronave_tipo_icao,aeronave_motor_tipo,aeronave_motor_quantidade,aeronave_assentos,aeronave_ano_fabricacao,aeronave_pais_fabricante,aeronave_registro_segmento,aeronave_voo_origem,aeronave_voo_destino,aeronave_fase_operacao,aeronave_tipo_operacao,aeronave_nivel_dano,aeronave_fatalidades_total
82104,***,AVIÃO,BOEING,B738,***,***,SEM TRAÇÃO,0.0,0.0,BRASIL,REGULAR,GOVERNADOR ANDRÉ FRANCO MONTORO,ANTONIO CARLOS JOBIM / GALEÃO,POUSO,REGULAR,NENHUM,0
82103,***,***,ATR - GIE AVIONS DE TRANSPORT RÉGIONAL,ATR-42-500,AT45,TURBOÉLICE,BIMOTOR,48.0,1999.0,BRASIL,REGULAR,EDUARDO GOMES,CARAUARI,CRUZEIRO,REGULAR,NENHUM,0
82101,***,AVIÃO,AIRBUS INDUSTRIE,A319-132,A319,JATO,BIMOTOR,154.0,2002.0,BRASIL,REGULAR,GOVERNADOR ANDRÉ FRANCO MONTORO,CAMPO GRANDE,APROXIMAÇÃO FINAL,REGULAR,NENHUM,0
82100,***,AVIÃO,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,0.0,2014.0,BRASIL,REGULAR,AFONSO PENA,GOVERNADOR ANDRÉ FRANCO MONTORO,SUBIDA,REGULAR,NENHUM,0
82099,***,AVIÃO,AIRBUS,A320-214,***,***,BIMOTOR,0.0,2014.0,BRASIL,REGULAR,PROFESSOR ERIBERTO MANOEL REINO,CONGONHAS,POUSO,REGULAR,NENHUM,0
82098,***,AVIÃO,BOEING COMPANY,737-8EH,B738,JATO,BIMOTOR,197.0,2007.0,BRASIL,REGULAR,PELOTAS,CONGONHAS,POUSO,REGULAR,NENHUM,0
82097,***,***,BOEING COMPANY,737-4Q8,B734,JATO,BIMOTOR,0.0,1994.0,BRASIL,REGULAR,EDUARDO GOMES,VIRACOPOS,ESTACIONAMENTO,NÃO REGULAR,LEVE,0
82096,***,AVIÃO,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,125.0,2010.0,BRASIL,REGULAR,VIRACOPOS,ZUMBI DOS PALMARES,CRUZEIRO,REGULAR,NENHUM,0
82095,***,AVIÃO,AIRBUS INDUSTRIE,Airbus A320-251N,A320,JATO,BIMOTOR,Não Informado,Não Informado,BRASIL,REGULAR,GOVERNADOR ANDRÉ FRANCO MONTORO,SALGADO FILHO,DECOLAGEM,REGULAR,NENHUM,0
82094,***,AVIÃO,AIRBUS S.A.S.,A320-251N,A20N,***,BIMOTOR,Não Informado,2017.0,BRASIL,REGULAR,SENADOR PETRÔNIO PORTELLA,GUARARAPES - GILBERTO FREYRE,DECOLAGEM,REGULAR,NENHUM,0
82093,***,AVIÃO,AIRBUS INDUSTRIE,A330-243,A332,JATO,BIMOTOR,284.0,2002.0,BRASIL,REGULAR,VIRACOPOS,AEROPORTO INTERNACIONAL DE ORLANDO,DECOLAGEM,REGULAR,NENHUM,0
82092,***,AVIÃO,EMBRAER,ERJ 190-400,E295,Não Informado,BIMOTOR,0.0,2022.0,BRASIL,REGULAR,VIRACOPOS,ORLANDO BEZERRA DE MENEZES,POUSO,REGULAR,NENHUM,0
82090,***,AVIÃO,BOEING COMPANY,737-8EH,B738,JATO,BIMOTOR,187.0,2011.0,BRASIL,REGULAR,SALGADO FILHO,GOVERNADOR ANDRÉ FRANCO MONTORO,DECOLAGEM,REGULAR,NENHUM,0
82089,***,AVIÃO,BOEING COMPANY,737-8HX,B738,JATO,BIMOTOR,193.0,2012.0,BRASIL,REGULAR,SALGADO FILHO,GOVERNADOR ANDRÉ FRANCO MONTORO,DECOLAGEM,REGULAR,NENHUM,0
82088,***,AVIÃO,AIRBUS S.A.S.,A320-251N,***,JATO,BIMOTOR,Não Informado,2020.0,BRASIL,REGULAR,SENADOR PETRÔNIO PORTELLA,VIRACOPOS,DECOLAGEM,REGULAR,LEVE,0
82087,***,AVIÃO,BEECH AIRCRAFT,F90,BE9T,TURBOÉLICE,BIMOTOR,8.0,1982.0,BRASIL,***,CAMPO DE MARTE - SP,SANTOS DUMONT,APROXIMAÇÃO FINAL,NÃO REGULAR,NENHUM,0
82086,***,AVIÃO,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,125.0,2010.0,BRASIL,REGULAR,PINTO MARTINS,VAL DE CANS / JÚLIO CEZAR RIBEIRO,POUSO,REGULAR,NENHUM,0
82085,***,AVIÃO,ATR - GIE AVIONS DE TRANSPORT RÉGIONAL,ATR-72-212A (600),AT72,TURBOÉLICE,BIMOTOR,73.0,2011.0,BRASIL,REGULAR,VIRACOPOS,ESTADUAL DARIO GUARITA,DECOLAGEM,REGULAR,***,0
82083,***,AVIÃO,BOEING COMPANY,737-8 MAX,***,JATO,BIMOTOR,Não Informado,2022.0,BRASIL,REGULAR,GOVERNADOR ANDRÉ FRANCO MONTORO,SÍLVIO NAME JÚNIOR,POUSO,REGULAR,NENHUM,0
82082,***,AVIÃO,ATR - GIE AVIONS DE TRANSPORT RÉGIONAL,ATR-72-212A (600),AT76,TURBOÉLICE,SEM TRAÇÃO,0.0,2021.0,BRASIL,REGULAR,AFONSO PENA,Aeroporto Regional de Pato Branco,POUSO,REGULAR,NENHUM,0
82081,***,AVIÃO,BOEING COMPANY,737-248C,B732,Não Informado,BIMOTOR,0.0,0.0,BRASIL,REGULAR,JORGE NEWBERY AIRFIELD,HERCÍLIO LUZ,POUSO,REGULAR,NENHUM,0
82080,***,AVIÃO,AIRBUS INDUSTRIE,A320-214,A320,JATO,BIMOTOR,184.0,2011.0,BRASIL,REGULAR,CONGONHAS,CAMPO GRANDE,POUSO,REGULAR,NENHUM,0
82078,***,AVIÃO,AIRBUS INDUSTRIE,A320-214,A320,JATO,BIMOTOR,184.0,2007.0,BRASIL,REGULAR,GOVERNADOR ANDRÉ FRANCO MONTORO,CAMPO GRANDE,POUSO,REGULAR,NENHUM,0
82076,***,AVIÃO,AIRBUS INDUSTRIE,A319-132,A319,JATO,BIMOTOR,154.0,2010.0,BRASIL,REGULAR,PRESIDENTE JUSCELINO KUBITSCHEK,SANTOS DUMONT,APROXIMAÇÃO FINAL,REGULAR,LEVE,0
82075,***,AVIÃO,AIRBUS INDUSTRIE,A320-232,A320,JATO,BIMOTOR,166.0,2006.0,BRASIL,REGULAR,MINISTRO VICTOR KONDER,GOVERNADOR ANDRÉ FRANCO MONTORO,APROXIMAÇÃO FINAL,REGULAR,NENHUM,0
82074,***,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOÉLICE,BIMOTOR,70.0,0.0,BRASIL,REGULAR,GUARARAPES - GILBERTO FREYRE,PRESIDENTE JOÃO SUASSUNA,CRUZEIRO,REGULAR,NENHUM,0
82073,***,AVIÃO,BOEING COMPANY,767-322ER,B763,JATO,BIMOTOR,0.0,1992.0,ESTADOS UNIDOS,REGULAR,ANTONIO CARLOS JOBIM / GALEÃO,GEORGE BUSH INTERCONTINENTAL AIRPORT,DECOLAGEM,REGULAR,NENHUM,0
82071,***,AVIÃO,BOEING,737-8 MAX,***,JATO,SEM TRAÇÃO,0.0,0.0,BRASIL,REGULAR,VAL DE CANS / JÚLIO CEZAR RIBEIRO,PRESIDENTE JUSCELINO KUBITSCHEK,POUSO,REGULAR,NENHUM,0
82070,***,AVIÃO,BOEING COMPANY,737-8EH,B738,JATO,BIMOTOR,193.0,2010.0,BRASIL,REGULAR,CONGONHAS,TENENTE-CORONEL AVIADOR CÉSAR BOMBONATO,POUSO,REGULAR,NENHUM,0
82069,***,AVIÃO,BOEING COMPANY,737-8EH,B738,JATO,BIMOTOR,193.0,2010.0,BRASIL,REGULAR,GOVERNADOR ANDRÉ FRANCO MONTORO,DEPUTADO LUÍS EDUARDO MAGALHÃES,POUSO,REGULAR,NENHUM,0
82068,***,AVIÃO,AIRBUS INDUSTRIE,A321-211,A321,JATO,BIMOTOR,Não Informado,Não Informado,BRASIL,REGULAR,PINTO MARTINS,DEPUTADO LUÍS EDUARDO MAGALHÃES,POUSO,REGULAR,NENHUM,0
82067,***,AVIÃO,BOEING COMPANY,737-8 MAX,B38M,JATO,BIMOTOR,196.0,2018.0,BRASIL,REGULAR,ANTONIO CARLOS JOBIM / GALEÃO,PINTO MARTINS,INDETERMINADA,REGULAR,NENHUM,0
82066,***,AVIÃO,EMBRAER,ERJ 190-400,E295,Não Informado,BIMOTOR,0.0,2022.0,BRASIL,REGULAR,SANTA GENOVEVA/GOIÂNIA,VIRACOPOS,CRUZEIRO,REGULAR,LEVE,0
82065,***,AVIÃO,PIPER AIRCRAFT,PA-34-200T,PA34,PISTÃO,BIMOTOR,6.0,1976.0,BRASIL,PARTICULAR,PARÁ DE MINAS,PARÁ DE MINAS,TÁXI,INSTRUÇÃO,LEVE,0
82064,***,AVIÃO,BOEING,B777,***,***,SEM TRAÇÃO,0.0,0.0,SUIÇA,REGULAR,GOVERNADOR ANDRÉ FRANCO MONTORO,AEROPUERTO INTERNACIONAL MINISTRO PISTARINI,DECOLAGEM,REGULAR,NENHUM,0
82063,***,AVIÃO,***,***,***,***,SEM TRAÇÃO,0.0,0.0,BRASIL,REGULAR,ANTONIO CARLOS JOBIM / GALEÃO,PRESIDENTE CASTRO PINTO,POUSO,REGULAR,NENHUM,0
82062,***,AVIÃO,BOEING COMPANY,737-86N,B738,JATO,BIMOTOR,196.0,2012.0,BRASIL,REGULAR,GOVERNADOR ANDRÉ FRANCO MONTORO,PRESIDENTE CASTRO PINTO,DECOLAGEM,REGULAR,LEVE,0
82061,***,AVIÃO,BOEING COMPANY,737-8EH,B738,JATO,BIMOTOR,199.0,2013.0,BRASIL,REGULAR,DEPUTADO LUÍS EDUARDO MAGALHÃES,TANCREDO NEVES,DECOLAGEM,REGULAR,NENHUM,0
82060,***,AVIÃO,CESSNA AIRCRAFT,182T,C182,Não Informado,MONOMOTOR,0.0,0.0,BRASIL,REGULAR,SANTA GENOVEVA/GOIÂNIA,CONGONHAS,DECOLAGEM,REGULAR,NENHUM,0
82059,***,AVIÃO,AIRBUS S.A.S.,A321-251NX,***,JATO,BIMOTOR,Não Informado,2019.0,BRASIL,REGULAR,VIRACOPOS,SALGADO FILHO,CRUZEIRO,REGULAR,NENHUM,0
82058,***,AVIÃO,BOEING COMPANY,737-8EH,B738,JATO,BIMOTOR,199.0,2013.0,BRASIL,REGULAR,TANCREDO NEVES,PORTO SEGURO,POUSO,REGULAR,NENHUM,0
82057,***,AVIÃO,AIRBUS INDUSTRIE,A320-214,A320,JATO,BIMOTOR,184.0,2012.0,BRASIL,REGULAR,PRESIDENTE CASTRO PINTO,PRESIDENTE JUSCELINO KUBITSCHEK,POUSO,REGULAR,NENHUM,0
82056,***,AVIÃO,CIRRUS DESIGN,SR22,***,PISTÃO,SEM TRAÇÃO,0.0,0.0,BRASIL,PARTICULAR,COSTA ESMERALDA,CAMPO DE MARTE - SP,POUSO,PRIVADA,NENHUM,0
82055,***,AVIÃO,AIRBUS INDUSTRIE,A320-271N,A320,JATO,BIMOTOR,183.0,2019.0,BRASIL,REGULAR,VITÓRIA DA CONQUISTA,GOVERNADOR ANDRÉ FRANCO MONTORO,DECOLAGEM,REGULAR,NENHUM,0
82054,***,AVIÃO,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,125.0,2013.0,BRASIL,REGULAR,SANTOS DUMONT,CONGONHAS,APROXIMAÇÃO FINAL,REGULAR,NENHUM,0
82053,***,AVIÃO,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,125.0,2011.0,BRASIL,REGULAR,AFONSO PENA,CAMPO GRANDE,POUSO,REGULAR,NENHUM,0
82052,***,AVIÃO,BOEING COMPANY,737-48E,737,JATO,BIMOTOR,192.0,Não Informado,BRASIL,REGULAR,VIRACOPOS,EDUARDO GOMES,CRUZEIRO,REGULAR,NENHUM,0
82051,***,AVIÃO,AIRBUS INDUSTRIE,A320-251N,A320,JATO,BIMOTOR,183.0,Não Informado,BRASIL,REGULAR,GOVERNADOR ANDRÉ FRANCO MONTORO,TANCREDO NEVES,DECOLAGEM,REGULAR,NENHUM,0
82050,***,AVIÃO,AIRBUS INDUSTRIE,A320-214,A320,JATO,BIMOTOR,184.0,2012.0,BRASIL,REGULAR,CONGONHAS,AFONSO PENA,POUSO,REGULAR,NENHUM,0
82049,***,AVIÃO,BOEING,737-8 MAX,B38M,Não Informado,BIMOTOR,0.0,2022.0,BRASIL,REGULAR,PRESIDENTE JUSCELINO KUBITSCHEK,DEPUTADO LUÍS EDUARDO MAGALHÃES,INDETERMINADA,REGULAR,LEVE,0
82048,***,AVIÃO,AIRBUS,A320,***,***,SEM TRAÇÃO,0.0,0.0,CHILE,REGULAR,ANTONIO CARLOS JOBIM / GALEÃO,AEROPORTO INTERNACIONAL DE SANTIAGO,DECOLAGEM,REGULAR,NENHUM,0
82047,***,AVIÃO,BOEING COMPANY,737-8EH,B738,JATO,BIMOTOR,199.0,2013.0,BRASIL,REGULAR,CAMPO GRANDE,CONGONHAS,DECOLAGEM,REGULAR,NENHUM,0
82046,***,AVIÃO,AIRBUS INDUSTRIE,A321-231,A321,JATO,BIMOTOR,232.0,2007.0,BRASIL,REGULAR,GOVERNADOR ANDRÉ FRANCO MONTORO,MARECHAL RONDON,DECOLAGEM,REGULAR,NENHUM,0
82045,***,AVIÃO,BOEING COMPANY,737-8EH,***,JATO,BIMOTOR,187.0,0.0,BRASIL,REGULAR,SANTOS DUMONT,AFONSO PENA,APROXIMAÇÃO FINAL,REGULAR,NENHUM,0
82044,***,TRIKE,TRIKE ICAROS INDUSTRIA AERONAUTICA LTDA,ADVENTURE,***,TURBOÉLICE,SEM TRAÇÃO,0.0,0.0,BRASIL,PARTICULAR,ATIBAIA,FAZENDA VALE ELDORADO - DR JOSÉ DE AGUIAR LEME,POUSO,PRIVADA,LEVE,0
82042,***,AVIÃO,AIRBUS S.A.S.,A321-251NX,A21N,JATO,BIMOTOR,Não Informado,2021.0,BRASIL,REGULAR,EDUARDO GOMES,VIRACOPOS,APROXIMAÇÃO FINAL,REGULAR,NENHUM,0
82040,***,AVIÃO,BOEING COMPANY,737-8 MAX,B38M,JATO,BIMOTOR,0.0,2018.0,BRASIL,REGULAR,PLÁCIDO DE CASTRO,PRESIDENTE JUSCELINO KUBITSCHEK,CORRIDA APÓS POUSO,REGULAR,NENHUM,0
82039,***,AVIÃO,BOEING COMPANY,737-8 MAX,737,JATO,BIMOTOR,0.0,2018.0,BRASIL,REGULAR,PRESIDENTE JUSCELINO KUBITSCHEK,ANTONIO CARLOS JOBIM / GALEÃO,APROXIMAÇÃO FINAL,REGULAR,NENHUM,0
82038,***,AVIÃO,BOEING COMPANY,737-8EH,B738,JATO,BIMOTOR,199.0,2013.0,BRASIL,REGULAR,PRESIDENTE JOÃO BATISTA FIGUEIREDO,GOVERNADOR ANDRÉ FRANCO MONTORO,POUSO,REGULAR,NENHUM,0
82037,***,AVIÃO,BOEING COMPANY,737-8EH,B738,JATO,BIMOTOR,199.0,2013.0,BRASIL,REGULAR,CONGONHAS,DEPUTADO LUÍS EDUARDO MAGALHÃES,APROXIMAÇÃO FINAL,REGULAR,NENHUM,0
82036,***,AVIÃO,BOEING COMPANY,737-8EH,B738,JATO,BIMOTOR,193.0,2011.0,BRASIL,REGULAR,REGIONAL HUGO CANTERGIANI,CONGONHAS,DECOLAGEM,REGULAR,NENHUM,0
82035,***,AVIÃO,BOEING COMPANY,737-8EH,B738,JATO,BIMOTOR,187.0,2011.0,BRASIL,REGULAR,SÍLVIO NAME JÚNIOR,GOVERNADOR ANDRÉ FRANCO MONTORO,DECOLAGEM,REGULAR,NENHUM,0
82034,***,AVIÃO,BOEING,737-8 MAX,DC2,Não Informado,BIMOTOR,0.0,2022.0,BRASIL,REGULAR,PRESIDENTE JUSCELINO KUBITSCHEK,GUARARAPES - GILBERTO FREYRE,APROXIMAÇÃO FINAL,REGULAR,LEVE,0
82033,***,AVIÃO,BOEING COMPANY,737-8 MAX,B38M,JATO,BIMOTOR,0.0,2018.0,BRASIL,REGULAR,ANTONIO CARLOS JOBIM / GALEÃO,GOVERNADOR ANDRÉ FRANCO MONTORO,CRUZEIRO,REGULAR,NENHUM,0
82032,***,AVIÃO,BOEING COMPANY,737-8EH,B738,JATO,BIMOTOR,197.0,2009.0,BRASIL,REGULAR,SANTOS DUMONT,CONGONHAS,APROXIMAÇÃO FINAL,REGULAR,NENHUM,0
82031,***,AVIÃO,BOEING COMPANY,737-8EH,B738,JATO,BIMOTOR,187.0,0.0,BRASIL,REGULAR,GOVERNADOR ANDRÉ FRANCO MONTORO,PRESIDENTE JOÃO BATISTA FIGUEIREDO,POUSO,REGULAR,NENHUM,0
82030,***,AVIÃO,BOEING COMPANY,737-8EH,B738,JATO,BIMOTOR,186.0,2014.0,BRASIL,REGULAR,DEPUTADO LUÍS EDUARDO MAGALHÃES,GOVERNADOR ANDRÉ FRANCO MONTORO,APROXIMAÇÃO FINAL,REGULAR,NENHUM,0
82029,***,AVIÃO,BOEING COMPANY,737-8EH,B738,JATO,BIMOTOR,187.0,2011.0,BRASIL,REGULAR,HERCÍLIO LUZ,SANTOS DUMONT,DECOLAGEM,REGULAR,NENHUM,0
82028,***,AVIÃO,BOEING COMPANY,737-248C,B732,Não Informado,BIMOTOR,0.0,0.0,BRASIL,REGULAR,CONGONHAS,DEPUTADO LUÍS EDUARDO MAGALHÃES,POUSO,REGULAR,NENHUM,0
82027,***,AVIÃO,BOEING,737-8EH,***,JATO,BIMOTOR,0.0,2014.0,BRASIL,REGULAR,GOVERNADOR ANDRÉ FRANCO MONTORO,ORLANDO BEZERRA DE MENEZES,POUSO,REGULAR,NENHUM,0
82026,***,AVIÃO,BOEING COMPANY,737-8EH,B738,JATO,BIMOTOR,197.0,2009.0,BRASIL,REGULAR,SANTOS DUMONT,SALGADO FILHO,POUSO,REGULAR,NENHUM,0
82025,***,AVIÃO,BOEING COMPANY,737-8EH,B738,JATO,BIMOTOR,197.0,2008.0,BRASIL,REGULAR,ZUMBI DOS PALMARES,GOVERNADOR ANDRÉ FRANCO MONTORO,APROXIMAÇÃO FINAL,REGULAR,NENHUM,0
82024,***,AVIÃO,CESSNA AIRCRAFT,210L,C210,PISTÃO,MONOMOTOR,6.0,1973.0,BRASIL,ADMINISTRAÇÃO DIRETA,MATO GROSSO,ATLAS BRASIL CANTANHEDE,TÁXI,***,LEVE,0
82023,***,AVIÃO,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,125.0,2015.0,BRASIL,REGULAR,DEPUTADO LUÍS EDUARDO MAGALHÃES,PORTO SEGURO,APROXIMAÇÃO FINAL,REGULAR,NENHUM,0
82022,***,AVIÃO,BOEING COMPANY,737-8EH,B738,JATO,BIMOTOR,197.0,2009.0,BRASIL,REGULAR,GOVERNADOR ANDRÉ FRANCO MONTORO,ANTONIO CARLOS JOBIM / GALEÃO,POUSO,REGULAR,NENHUM,0
82021,***,AVIÃO,BOEING COMPANY,737-7EH,B737,JATO,BIMOTOR,156.0,2011.0,BRASIL,REGULAR,GOVERNADOR ANDRÉ FRANCO MONTORO,PELOTAS,POUSO,REGULAR,NENHUM,0
82020,***,AVIÃO,AIRBUS S.A.S.,A320-251N,***,JATO,TRIMOTOR,Não Informado,2019.0,BRASIL,REGULAR,VAL DE CANS / JÚLIO CEZAR RIBEIRO,MAESTRO WILSON FONSECA,POUSO,REGULAR,NENHUM,0
82019,***,AVIÃO,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,125.0,2013.0,BRASIL,REGULAR,VIRACOPOS,SÍLVIO NAME JÚNIOR,POUSO,REGULAR,NENHUM,0
82018,***,AVIÃO,BOEING,737-8 MAX,B38M,Não Informado,BIMOTOR,0.0,2022.0,BRASIL,REGULAR,PRESIDENTE JUSCELINO KUBITSCHEK,DEPUTADO LUÍS EDUARDO MAGALHÃES,DECOLAGEM,REGULAR,LEVE,0
82017,***,AVIÃO,BOEING COMPANY,737-8EH,B738,JATO,BIMOTOR,0.0,2014.0,BRASIL,REGULAR,MINISTRO VICTOR KONDER,SANTOS DUMONT,POUSO,REGULAR,NENHUM,0
82015,***,AVIÃO,FLYER INDUSTRIA AERONAUTICA LTDA,RV-10,ZZZZ,PISTÃO,MONOMOTOR,4.0,2013.0,BRASIL,PARTICULAR,TERRAMARE,CAMPO DE MARTE - SP,CRUZEIRO,PRIVADA,NENHUM,0
82014,***,AVIÃO,AERO BOERO,AB-115,AB11,PISTÃO,MONOMOTOR,2.0,1991.0,BRASIL,INSTRUÇÃO,SÍLVIO NAME JÚNIOR,SÍLVIO NAME JÚNIOR,POUSO,INSTRUÇÃO,LEVE,0
82013,***,AVIÃO,CESSNA AIRCRAFT,210N,C210,PISTÃO,MONOMOTOR,6.0,1980.0,BRASIL,ESPECIALIZADA,14 BIS,FAZENDA NOSSA SENHORA DE FÁTIMA,POUSO,ESPECIALIZADA,SUBSTANCIAL,0
82012,***,AVIÃO,BOEING,B747-400,***,JATO,SEM TRAÇÃO,0.0,0.0,LUXEMBURGO,REGULAR,AFONSO PENA,VIRACOPOS,TÁXI,REGULAR,NENHUM,0
82011,***,AVIÃO,AIRBUS INDUSTRIE,A320-214,A320,JATO,BIMOTOR,184.0,2007.0,BRASIL,REGULAR,CAMPO GRANDE,GOVERNADOR ANDRÉ FRANCO MONTORO,TÁXI,REGULAR,NENHUM,0
82009,***,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-720D,PA32,PISTÃO,MONOMOTOR,6.0,1989.0,BRASIL,TÁXI AÉREO,VAL DE CANS / JÚLIO CEZAR RIBEIRO,VAL DE CANS / JÚLIO CEZAR RIBEIRO,CRUZEIRO,TÁXI AÉREO,NENHUM,0
82008,***,AVIÃO,CESSNA AIRCRAFT,170,C170,PISTÃO,MONOMOTOR,4.0,1948.0,BRASIL,PARTICULAR,SIQUEIRA CAMPOS,SIQUEIRA CAMPOS,CRUZEIRO,PRIVADA,SUBSTANCIAL,2
82007,***,AVIÃO,AIRBUS,A320-251N,***,JATO,BIMOTOR,Não Informado,2019.0,BRASIL,REGULAR,GOVERNADOR ANDRÉ FRANCO MONTORO,MARECHAL RONDON,CRUZEIRO,REGULAR,NENHUM,0
82006,***,AVIÃO,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,125.0,2013.0,BRASIL,REGULAR,SALGADO FILHO,HERCÍLIO LUZ,APROXIMAÇÃO FINAL,REGULAR,NENHUM,0
82005,***,AVIÃO,EMBRAER,EMB-110P1,E110,TURBOÉLICE,BIMOTOR,20.0,1991.0,BRASIL,TÁXI AÉREO,EDUARDO GOMES,BARCELOS,POUSO,TÁXI AÉREO,SUBSTANCIAL,14
82002,***,AVIÃO,AIRBUS INDUSTRIE,A320-251N,A320,JATO,BIMOTOR,Não Informado,Não Informado,BRASIL,REGULAR,AFONSO PENA,SALGADO FILHO,DECOLAGEM,REGULAR,LEVE,0
82001,***,AVIÃO,ATR,ATR72-212A,***,***,SEM TRAÇÃO,0.0,2007.0,BRASIL,REGULAR,LEITE LOPES,PRESIDENTE JUSCELINO KUBITSCHEK,TÁXI,REGULAR,LEVE,0
82000,***,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOÉLICE,BIMOTOR,73.0,2009.0,BRASIL,REGULAR,LEITE LOPES,SANTOS DUMONT,CRUZEIRO,REGULAR,NENHUM,0
81998,***,AVIÃO,CESSNA AIRCRAFT,550,C550,JATO,BIMOTOR,9.0,1983.0,BRASIL,NÃO REGULAR,REGIONAL HUGO CANTERGIANI,SERAFIN ENOSS BERTASO,TÁXI,PRIVADA,NENHUM,0
81997,***,AVIÃO,CESSNA AIRCRAFT,150K,C150,PISTÃO,MONOMOTOR,2.0,1970.0,BRASIL,INSTRUÇÃO,TANGARÁ DA SERRA,TANGARÁ DA SERRA,POUSO,INSTRUÇÃO,LEVE,0
81996,***,AVIÃO,AIRBUS,A320-251N,***,JATO,BIMOTOR,Não Informado,2019.0,BRASIL,REGULAR,GOVERNADOR ANDRÉ FRANCO MONTORO,MARECHAL RONDON,CRUZEIRO,REGULAR,NENHUM,0
81995,***,AVIÃO,ATR - GIE AVIONS DE TRANSPORT RÉGIONAL,ATR-72-212A (600),AT72,TURBOÉLICE,BIMOTOR,73.0,2011.0,BRASIL,REGULAR,VIRACOPOS,LEITE LOPES,DESCIDA,REGULAR,NENHUM,0
81994,***,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOÉLICE,BIMOTOR,0.0,2015.0,BRASIL,REGULAR,SALGADO FILHO,SANTO ÂNGELO,DECOLAGEM,REGULAR,NENHUM,0
81993,***,ULTRALEVE,***,RV-4,ULAC,PISTÃO,MONOMOTOR,2.0,2004.0,BRASIL,EXPERIMENTAL,CATULEVE,CATULEVE,CRUZEIRO,PRIVADA,LEVE,0
81992,***,AVIÃO,AIRBUS INDUSTRIE,A319-132,A319,JATO,BIMOTOR,154.0,2009.0,BRASIL,REGULAR,TANCREDO NEVES,SANTOS DUMONT,CRUZEIRO,REGULAR,NENHUM,0
81991,***,ULTRALEVE,***,PELICAN 500BR,ULAC,PISTÃO,MONOMOTOR,2.0,2005.0,BRASIL,EXPERIMENTAL,TITO TEIXEIRA,TRES LAGOAS,CRUZEIRO,PRIVADA,LEVE,0
81990,***,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-810D,PA34,PISTÃO,BIMOTOR,6.0,1985.0,BRASIL,PARTICULAR,COSTA ESMERALDA,CLUBE DE VOO ITAIPU,POUSO,PRIVADA,SUBSTANCIAL,0
81989,***,ULTRALEVE,GILBERTO MONTENEGRO COSTA FILHO,BRAVO 700,ULAC,PISTÃO,MONOMOTOR,2.0,2010.0,BRASIL,EXPERIMENTAL,LENÇÓIS PAULISTA,Clube de Voo Floresta,CRUZEIRO,PRIVADA,LEVE,0
81988,***,AVIÃO,AIRBUS,A319-115,***,JATO,SEM TRAÇÃO,0.0,0.0,ESTADOS UNIDOS,REGULAR,AEROPUERTO INTERNACIONAL EL DORADO,ANTONIO CARLOS JOBIM / GALEÃO,APROXIMAÇÃO FINAL,REGULAR,NENHUM,0
81987,***,AVIÃO,ATR - GIE AVIONS DE TRANSPORT RÉGIONAL,ATR-72-212A (600),AT76,TURBOÉLICE,BIMOTOR,Não Informado,2022.0,BRASIL,REGULAR,PROFESSOR ERIBERTO MANOEL REINO,VIRACOPOS,POUSO,REGULAR,LEVE,0
81986,***,AVIÃO,CESSNA AIRCRAFT,208B,C208,TURBOÉLICE,MONOMOTOR,11.0,2011.0,BRASIL,NÃO REGULAR,SÃO GABRIEL DA CACHOEIRA,PARI-CACHOEIRA,TÁXI,TÁXI AÉREO,NENHUM,0
81985,***,AVIÃO,BOEING COMPANY,767-316F,B763,JATO,BIMOTOR,6.0,1999.0,BRASIL,REGULAR,GOVERNADOR ANDRÉ FRANCO MONTORO,EDUARDO GOMES,POUSO,REGULAR,NENHUM,0
81984,***,AVIÃO,AIRBUS S.A.S.,A320-253N,A20N,JATO,BIMOTOR,Não Informado,2018.0,BRASIL,REGULAR,TANCREDO NEVES,GOVERNADOR ANDRÉ FRANCO MONTORO,DECOLAGEM,REGULAR,NENHUM,0
81983,***,AVIÃO,EMBRAER,ERJ 190-400,E295,JATO,BIMOTOR,136.0,2022.0,BRASIL,REGULAR,AFONSO PENA,TANCREDO NEVES,DECOLAGEM,REGULAR,NENHUM,0
